Sleep_Deeply-Worlds_Away.084,1
Barbara_Streisand-Memory.174,1
Bee_Gees-How_Deep_Is_Your_Love.058,1
Anthrax-Sects.044,2
The_Doors-The_End.036,1
The_Piano_Guys-Arwens_Vigil.132,1
Metallica-Blackened.40,2
John_Mayer-Slow_Dancing_in_a_Burning_Room.124,1
Black_Sabbath-NIB.198,2
Trooper-Oh_pretty_lady.054,1
Foreigner-Waiting_For_A_Girl_Like_You.028,1
Led_Zeppelin-Thank_You.032,1
Andy_Gibb-Shadow_Dancing.106,2
Anthrax-Bring_The_Noise.052,2
Death-Crystal_Mountain.30,2
Jimmy_Buffet-Margaritaville.112,1
Huey_Lewis_and_the_News-I_Want_A_New_Drug.80,2
Dan_Gibson-Waves_Of_Peace.042,1
Deva_Premal-Om_Hraum_Mitraya.178,1
Alison_Krauss-When_You_Say_Nothing_At_All.078,1
Carpenter-Close_to_you.026,1
John_Mayer-Slow_Dancing_in_a_Burning_Room.040,1
AC_DC-Highway_to_Hell.008,2
Pink_Floyd-Is_There_Anybody_Out_There.040,1
Ozzy_Osbourne-The_Ultimate_Sin.70,2
Pantera-5_Minutes_Alone.40,2
Rolling_Stones-Paint_it_Black.70,2
Sleep_Deeply-Twilight_Fades.120,1
Amy_Winehouse-All_my_lovin.008,1
Divinity-Inside_a_Cocoon.150,1
Eric_Clapton-Wonderful_Tonight.164,1
Dan_Gibson-Moonrise.196,1
AC_DC-Hell_Aint_a_Bad_Place_To_Be.054,2
Van_Halen-Running_With_The_Devil.80,2
Carpenter-Close_to_you.184,1
Banarama-Na_Na_Hey_Hey_Kiss_Him_Goodbye.138,2
Anthrax-Caught_In_A_Mosh.050,2
Pink_Floyd-On_The_Run.40,2
Ron_Allen-Kindness.194,1
Ron_Allen-Be.070,1
John_Denver-Rocky_mountain_high.032,1
Bee_Gees-Too_Much_Heaven.166,1
Anthrax-Im_The_Man_91.064,2
Trey_Songz-Bottoms_Up.80,2
Anthrax-One_World.070,2
Billy_Talent-Fallen_Leaves.102,2
Metallica-Escape.70,2
Black_Label_Society-The_Last_Goodbye.056,1
Foreigner-I_Want_To_Know_What_Love_Is.118,1
John_Denver-Rocky_mountain_high.168,1
Fifty_Shades_Of_Grey-Crazy_In_Love.066,1
Schumann_ Kinderszenen-Op_15_Foreign_Countries_and_People.068,1
The_Piano_Guys-A_Thousand_Years.018,1
Pink_Floyd-On_The_Turning_Away.072,1
Anthrax-Antisocial.144,2
Slayer-Postmortem.30,2
April_Wine-Enough_is_Enough.000,2
Eric_Clapton-Tears_In_Heaven.006,1
Burton_Cummings-Fine_State_Of_Affairs.098,1
Billy_Squier-Rock_Me_Tonite.136,2
Metallica-Orion.046,1
Jean_Yves_Thibaudet-Leaving_Netherfield.034,1
Chicago-Hard_Habit_To_Break.064,1
Anthrax-Belly_Of_The_Beast.196,2
Divinity-Gathering_Dusk.186,1
Jean_Yves_Thibaudet-Liz_On_Top_Of_The_World.014,1
Led_Zeppelin-Nobodys_Fault_But_Mine.80,2
Antrhax-Among_The_Living.116,2
Antrhax-Protest_And_Survive.010,2
Anthrax-Chromatic_Death.004,2
Baauer-Harlem_Shake.038,2
Sleep_Deeply-Twilight_Fades.074,1
Molotov-Here_We_Kum.30,2
The_Piano_Guys-A_Thousand_Years.168,1
Andrea_Bocelli_ft_Christina_Aguilera_Somos_Novios.040,1
Black_Sabbath-Paranoid.084,2
Beach_Boys-Barbara_Ann.084,2
Deva_Premal-Om_Hraum_Mitraya.074,1
Sleep_Deeply-Twilight_Fades.038,1
Divinity-Third_Awakening.026,1
Drowning_Pool-Let_The_bodies_hit_the_floor.70,2
Billy_Talent-Devil_In_A_Midnight_Mass.098,2
John_Mayer-Gravity.120,1
Eric_Clapton-Tears_In_Heaven.094,1
Black_Sabbath-Never_Say_Die.074,2
Charlotte_Church-The_Flower_Duet.064,1
The_Small_Faces-Ogdens_Nut_Flake.50,2
Pantera-Planet_Caravan.188,1
RATT-Im_Insane.50,2
Dead_Kennedys-The_Prey.124,1
Christopher_Cross-Think_of_Laura.052,1
Eric_Clapton-Cocaine.80,2
Anthrax-A_Skeleton_In_The_Closet.054,2
Bee_Gees-Emotions.088,1
Celine_Dion_and_Barbra_Streisand-Tell_him.016,1
Zero_7-Spinning.060,1
April_Wine-Enough_is_Enough.138,2
Anthrax-Blood.136,2
Anthrax-One_World.006,2
Black_Eyed_Peas-The_Time _(The_Dirty_Bit).80,2
Randy_Vanwarmer-Just_When_I_needed_You_Most.056,1
Evanescence-My_Immortal.098,1
Blue_Oyster_Cult-Dont_Fear_The_Reaper.114,1
Amanda_Seyfried-Little_House.188,1
Adele-Set_Fire_to_the_Rain.110,2
Bob_Seger-Like_a_Rock.040,1
Christopher_Cross-Never_Be_The_Same.116,1
Andy_Gibb-Shadow_Dancing.130,2
Jean_Yves_Thibaudet-Mrs_Darcy.194,1
Adele-Skyfall.054,1
Donell_Jones-U_Know_Whats_Up.80,2
Dan_Gibson-Vital_Spring.184,1
Beach_Boys-California_Girls.118,2
Anthrax-In_My_World.168,2
John_Lennon-Imagine.098,1
Bad_Company-Gone_Gone_Gone.098,2
Black_Eyed_Peas-Lets_Get_It_Started.076,2
Billy_Talent-The_Ex.030,2
Schumann_ Kinderszenen-Op_15_Foreign_Countries_and_People.080,1
April_Wine-You_Could_Have_Been_A_Lady.120,2
Anthrax-Out_Of_Sight_Out_Of_Mind.128,2
Black_Eyed_Peas-Lets_Get_It_Started.030,2
Zero_7-Spinning.008,1
Venom-Raise_The_Dead.70,2
Barbra_Streisand_ft_Bee_Gees-Woman_in_Love.110,1
Anthrax-Belly_Of_The_Beast_(Live).042,2
Dan_Gibson-Vital_Spring.168,1
Motley_Crue-Kickstart_my_heart.80,2
Enya-Only_Time_(Radio_Edit).054,1
Red_Hot_Chilli_Peppers-Under_the_Bridge.006,1
James_Blunt-Youre_Beautiful.030,1
Charlotte_Church-The_Flower_Duet.162,1
Celine_Dion-The_Power_Of_Love.054,1
Jay_z-On_to_the_next_one.30,2
Anthrax-H8_Red.044,2
Led_Zeppelin-Tangerine.038,1
Pink_Floyd-Sorrow.122,1
Suzanne_D_Mello-Slumdog_Millionaire_Latikas_Theme.094,1
Anthrax-I_Am_The_Law.192,2
Deva_Premal-Om_Hraum_Mitraya.046,1
John_Mayer-Comfortable.016,1
Burton_Cummings-Break_It_To_Them_Gently.100,1
The_Piano_Guys-A_Thousand_Years.010,1
Deuter-Reflection.030,1
Testament-Blessed_In_Contempt.50,2
Anthrax-Lone_Justice.122,2
Baauer-Harlem_Shake.114,2
Anthrax-Aftershock.154,2
Phil_Collins-Against_All_Odds.046,1
Ozzy_Osbourne-No_More_Tears.80,2
Amy_Winehouse-All_my_lovin.104,1
Alan_Jackson-Remember_When.182,1
Johann_Sebastian_Bach-Air_on_G_String.194,1
Antrhax-Protest_And_Survive.132,2
The_Youngbloods-Lets_Get_Together.30,2
Frankie_Goes_To_Hollywood-Relax.50,2
RATT-In_Your_Direction.60,2
Alison_Krauss-When_You_Say_Nothing_At_All.190,1
The_Beatles-Let_It_Be.028,1
Barbara_Streisand-Memory.026,1
Suzanne_D_Mello-Slumdog_Millionaire_Latikas_Theme.174,1
Avicii-Levels.036,2
Deva_Premal-Devi_Prayer.052,1
Burton_Cummings-Fine_State_Of_Affairs.032,1
Divinity-Gathering_Dusk.076,1
Pink_Floyd-Wish_You_Were_Here.026,1
Billy_Squier-Rock_Me_Tonite.040,2
Ron_Allen-Harmony.110,1
J_Holiday-Suffocate.060,1
Sleep_Deeply-Drifting_In_Dreamland.054,1
Blake_Shelton-Home.066,1
John_Mayer-Slow_Dancing_in_a_Burning_Room.164,1
Anthrax-Antisocial.002,2
Anthrax-Im_The_Man_91.014,2
Eric_Clapton-Let_It_Grow.176,1
April_Wine-You_Could_Have_Been_A_Lady.148,2
Billy_Idol-Mony_Mony.102,2
Katrina_and_the_waves-Walking_on_sunshine.80,2
Anthrax-Sects.070,2
Beach_Boys-I_Get_Around.098,2
Ron_Allen-Kindness.122,1
Metallica-Fade_To_Black.080,1
Burton_Cummings-Fine_State_Of_Affairs.080,1
Anthrax-Discharge.124,2
Ministry-Burning_Inside.50,2
RATT-Body_Talk.30,2
Led_Zepplin-Going_to_California.124,1
Anthrax-Lone_Justice.114,2
Rage_Against_The_Machine-Bombtrack.40,2
Deva_Premal-Om_Hraum_Mitraya.018,1
Ron_Allen-Tao.048,1
Jean_Yves_Thibaudet-Darcys_Letter.106,1
Pink_Floyd-Wish_You_Were_Here.158,1
Anthrax-In_My_World.096,2
Eric_Clapton-Wonderful_Tonight.030,1
Burton_Cummings-Break_It_To_Them_Gently.154,1
BoB_ft_Bruno_Mars-Nothing_On_You.40,2
Led_Zepplin-Going_to_California.032,1
Black_Sabbath-Fairies_Wear_Boots.136,2
Dr_Dre-Bitches_Aint_Shit.70,2
Billy_Talent-The_Ex.120,2
Alice_Cooper-Teenage_Frankenstein.014,2
Afroman-Because_I_Got_High.144,1
Anthrax-Madhouse.150,2
Enya-Only_Time_(Radio_Edit).178,1
Dan_Gibson-Evening_Song.050,1
Norah_Jones-Dont_Know_Why.074,1
Anthrax-H8_Red.086,2
Bananarama-Venus.186,2
Al_Green-Lets_Stay_Together.048,1
Anthrax-Gridlock.044,2
Verdi-La_Traviata_Act 1_ Prelude.014,1
The_Temptations-The_Way_You_Do_The_Things_You_Do.80,2
Anthrax-Im_The_Man_91.152,2
Ozzy_Osbourne-The_Ultimate_Sin.60,2
Dan_Gibson-Evening_Song.016,1
Christopher_Cross-Think_of_Laura.032,1
Anthrax-Gridlock.024,2
Pink_Floyd-Sorrow.070,1
Anthrax-Out_Of_Sight_Out_Of_Mind.154,2
Dan_Gibson-Moonrise.146,1
Black_Sabbath-Fairies_Wear_Boots.046,2
Banarama-Na_Na_Hey_Hey_Kiss_Him_Goodbye.118,2
Dan_Gibson-Moonrise.052,1
Divinity-Second_Awakening.028,1
Deva_Premal-Om_Namo_Bhagavate.010,1
Tool-46_and_2.80,2
John_Mayer-Gravity.078,1
Anthrax-Got_The_Time.090,2
Anthrax-One_Man_Stands.136,2
Norah_Jones-Dont_Know_Why.170,1
Black_Sabbath-Symptom_of_the_Universe.156,2
Bee_Gees-How_Deep_Is_Your_Love.156,1
Robert_Palmer-Simply_Irresistible.30,2
Metallica-One.062,1
Dan_Gibson-Evening_Song.106,1
Extreme-More_Than_Words.094,1
Christina_Perri-A_Thousand_Years_Live.046,1
Anthrax-Aftershock.186,2
April_Wine-You_Could_Have_Been_A_Lady.018,2
Ron_Allen-Harmony.016,1
Testament-Sins_of_Omission.70,2
Metallica-Motorbreath.30,2
Alicia-I_Love_The_Nightlife.180,2
Ricky_Martin-Livin_La_Vida_Loca.70,2
John_Mayer-Daughters.140,1
Vivaldi-Autumn_3_Allegro.60,2
Andy_Gibb-Shadow_Dancing.076,2
Deva_Premal-Homage_To_Krishna.144,1
Sepultura-Intro.80,2
Reiki-Wellness-Flowing.028,1
Andrea_Bocelli-Caruso.082,1
Sleep_Deeply-First_Star_In_The_Sky.194,1
Autograph-Turn_Up_The_Radio.116,2
Billy_Talent-The_Ex.106,2
The_Immortals-Mortal_Kombat_Techno_Remix.40,2
AR_Rahman-Bombay_Theme.058,1
Bread-Lost_Without_Your_Love.010,1
J_Holiday-Suffocate.124,1
Celine_Dion-My_Heart_Will_Go_On.082,1
Deuter-Venus_Rising.176,1
Dead_Kennedys-California_Uber_Alles.30,2
Andrea_Bocelli_ft_Christina_Aguilera_Somos_Novios.024,1
Anthrax-Finale.074,2
John_Mayer-Daughters.022,1
Seals_and_Crofts-Summer_Breeze.70,2
Christopher_Cross-Never_Be_The_Same.132,1
Anthrax-H8_Red.118,2
Judas_Priest-Rock_You_All_Around_The_World2.30,2
Anthrax-Medusa.010,2
Anthrax-Got_The_Time.006,2
Divinity-Inside_a_Cocoon.084,1
Metallica-The_Call_Of_Ktulu.038,1
Billy_Talent-The_Ex.072,2
Foreigner-Waiting_For_A_Girl_Like_You.080,1
Sarah_McLachlan-I_Will_Remeber_You.040,1
Alice_Cooper-Thrill_My_Gorilla.076,2
Macklemore-Cant_hold_us.50,2
Billy_Talent-Devil_In_A_Midnight_Mass.186,2
Anthrax-One_World.158,2
Stan_Gets-The_Girl_From_Ipanema.162,1
Celine_Dion-I_surrender.052,1
Black_Eyed_Peas-Imma_Be.056,2
Ron_Allen-Earth.006,1
Blondie-One_Way_Or_Another.104,2
Anthrax-Lone_Justice.116,2
Sleep_Deeply-First_Star_In_The_Sky.108,1
KC_and_the_sunshine_band-Get_Down_Tonight.40,2
Barbra_Streisand_ft_Bee_Gees-Woman_in_Love.072,1
Jean_Yves_Thibaudet-Liz_On_Top_Of_The_World.042,1
Ron_Allen-Eternal.188,1
Metallica-Fade_To_Black.160,1
Extreme-More_Than_Words.154,1
Christopher_Cross-Never_Be_The_Same.082,1
Adele-Someone_Like_You.70,1
Jean_Yves_Thibaudet-Your_Hands_Are_Cold.126,1
Pink_Floyd-Us_And_Them.044,1
Britt_Nicole-Through_the_Eyes_Of_Love.156,1
HD-Vellai_Pookal_(white_flowers).122,1
Earth_Wind_and_Fire-Boogie_Wonderland.60,2
Black_Eyed_Peas-Meet_Me_Halfway.80,2
Anthrax-Be_All_End_All.114,2
Extreme-More_Than_Words.180,1
Alice_Cooper-Thrill_My_Gorilla.038,2
Evanescence-My_Immortal.144,1
Barbara_Streisand-The_Love_Inside.066,1
Black_Sabbath-Changes.158,1
Wild_Cherry-Play_That_Funky_Music.80,2
Luciano_Pavaroti_and_Bryan_Adams-O_Sole_Mio.110,1
Divinity-Ethereal_Awakening.150,1
