South_Park-Chef_Prostitutes.50,2,1,0.9933095782,0.006752316562
South_Park-Chef_Prostitutes.60,2,1,0.9866656455,0.01346142556
South_Park-Cartman_sings_the_third_grade_song.30,2,1,0.9858959216,0.01423802934
David_Lee_Roth-California_Girls.30,2,1,0.9809059747,0.01927469124
South_Park-Cartman_sings_the_third_grade_song.40,2,1,0.9798903875,0.02029708558
Twisted_Sister-Were_Not_Gonna_Take_It.60,2,1,0.9690440552,0.03124226218
Anthrax-Finale.080,2,1,0.9642150569,0.03611293906
Red_Hot_Chilli_Peppers-Give_it_Away.80,2,1,0.9526528292,0.04780136689
Motley_Crue-Keep_Your_Eye_On_The_Money.80,2,1,0.9476841182,0.05280689696
Anthrax-Aftershock.124,2,1,0.9476267311,0.05283444917
RATT-Youre_In_Trouble.40,2,1,0.9461181426,0.05436604721
Anthrax-Gung-Ho.150,2,1,0.9457449518,0.05474401392
David_Lee_Roth-California_Girls.80,2,1,0.9449629733,0.05553810314
Tony_Vega-Dejame_Soñar.70,2,1,0.939914441,0.06062839642
Kim_Mitchell-Go_for _a_Soda.70,2,1,0.9395150237,0.0610419672
Anthrax-Medusa.066,2,1,0.9381857078,0.06236939453
Billy_idol-Dancin_With_Myself.132,2,1,0.9363113902,0.06426483083
Anthrax-Madhouse.086,2,1,0.9354054846,0.06517759302
El_Gran_Combo_de_Puerto_Rico-Un_verano_en_Nueva_York.60,2,1,0.9351074933,0.06545519344
Quee-Somebody_To_Love.60,2,1,0.9329985183,0.06758397041
Earth_Wind_and_Fire-Boogie_Wonderland.30,2,1,0.9323820843,0.06822026777
Tool-Sober.70,2,1,0.9317862887,0.06883256045
Anthrax-Be_All_End_All.076,2,1,0.9313449779,0.0692832435
Credence_Clearwater_Revival-Down_On_The_Corner.50,2,1,0.931343502,0.06929387197
Duran_Duran-Rio.40,2,1,0.9312153912,0.06936382883
Anthrax-Gung-Ho.022,2,1,0.9303852003,0.07026215267
Anthrax-Gung-Ho.136,2,1,0.9291560645,0.07146537296
Anthrax-Lone_Justice.104,2,1,0.9289818266,0.07165281329
Anthrax-Misery_Loves_Company.110,2,1,0.9289731999,0.07170362906
Dead_Kennedys-Stealing_Peoples_Mail.40,2,1,0.9287267128,0.07187987424
Santan-Black_Magic_Woman.30,2,1,0.9283704682,0.07224498302
Chic-Le_Freak.30,2,1,0.9279173066,0.07273366319
Anthrax-Armed_And_Dangerous.096,2,1,0.9275020595,0.07315294659
U2-Raised_By_Wolves.80,2,1,0.9272816811,0.07339504531
El_Gran_Combo_de_Puerto_Rico-Timbalero.80,2,1,0.9270411787,0.0736182975
Autograph-Turn_Up_The_Radio.138,2,1,0.9252124414,0.07546780446
Anthrax-Armed_And_Dangerous.102,2,1,0.9240985034,0.07657371317
Dirt_Nasty-Animal_Lover.50,2,1,0.9222043568,0.0784912968
KC_and_the_sunshine_band-Thats_the_way_I_like_it.60,2,1,0.922021333,0.07863583173
Anthrax-Out_Of_Sight_Out_Of_Mind.050,2,1,0.9211202679,0.07959376612
Annhilator-Imperiled_Eyes.006,2,1,0.9201125181,0.08056905334
Black_Sabbath-Paranoid.106,2,1,0.9198378367,0.08086372164
Anthrax-Out_Of_Sight_Out_Of_Mind.200,2,1,0.9192693423,0.08145825865
Anthrax-Lone_Justice.110,2,1,0.9181290809,0.08258182388
Anthrax-Schism.048,2,1,0.9177776915,0.08295888582
Beach_Boys-Surfing_USA.030,2,1,0.9170148504,0.08375500545
The_O_Jays-Love_Train.70,2,1,0.9161300989,0.08460064005
Anthrax-Armed_And_Dangerous.188,2,1,0.9159844678,0.08474905844
Bananarama-Venus.068,2,1,0.9158029745,0.08493115953
Credence_Clearwater_Revival-Rollin_on_a_River.30,2,1,0.9147312815,0.08601644931
Billy_Squier-Rock_Me_Tonite.100,2,1,0.9140140893,0.08673788916
Anthrax-Who_Cares_Wins.062,2,1,0.913643949,0.08708449788
The_Piano_Guys-Somewhere_Over_the_Rainbow.40,2,1,0.9136335688,0.08712136908
Megadeth-Set_The_World_Afire_(Paul_Lani_Mix).30,2,1,0.9127368539,0.08803219194
Bananarama-Venus.096,2,1,0.9126719761,0.08807358494
U2-This_Is_Where_You_Can_Reach_Me_Now.30,2,1,0.9124706402,0.08831007309
