Beyonce_ft_Slim_Thugh-Check_On_it$112,2,2,0.1362878984912016,0.8533905488113609
Anthrax-Be_All_End_All$158,2,2,0.4771624797754694,0.5053036789001326
Sleep_Deeply-First_Star_In_The_Sky$170,1,1,0.9636700635762998,0.03382094565386994
Black_Eyed_Peas-The_Time _(The_Dirty_Bit)$80,2,2,0.000134374322938062,0.999856667473174
Reiki-Wellness-Flowing$040,1,1,0.9038844286977562,0.08937475695067061
Divinity-Ethereal_Awakening$176,1,1,0.831973750584169,0.1582938658956419
Sleep_Deeply-An_Angels_Caress$186,1,1,0.8506961293919665,0.1393832023063434
John_Denver-Leaving_on_a_Jetplane$200,1,1,0.7104964421543664,0.2746537373206519
Enya-Fairytale$062,1,1,0.9174425537561404,0.07734164561703863
Billy_Joel-Uptown_Girl$112,2,2,0.4622689014753131,0.5221293484563664
Sarah_Brightman-Figlio_Perduto$154,1,1,0.5329620429741155,0.4473665496629967
Deuter-Reflection$168,1,1,0.9052508824131625,0.08809425131421077
Ron_Allen-Tao$056,1,1,0.9074588490867603,0.08599215712972438
Ron_Allen-Harmony$098,1,1,0.923974023902269,0.07044968602588086
Jean_Yves_Thibaudet-Darcys_Letter$200,1,1,0.9083930807229175,0.08518447897682392
Rick_James-Super_Freak$30,2,2,0.05498363608309569,0.9408476814109573
Anthrax-Belly_Of_The_Beast$026,2,2,0.03637088490926779,0.9616471792416201
Enya-Fairytale$100,1,2,0.1046935922732176,0.8878582146084372
The_Temptations-Just_My_Imagination$60,1,1,0.6038856909605788,0.3766150297635281
Anthrax-Discharge$200,2,2,0.007121630939036962,0.9924022798600112
Deva_Premal-Om_Namo_Bhagavate$036,1,1,0.9702904529991705,0.02757002318871982
Antrhax-Among_The_Living$046,2,2,0.04591825913074086,0.9502483203644376
Suzanne_D_Mello-Slumdog_Millionaire_Latikas_Theme$130,1,1,0.80038206782848,0.1875118961299186
Annhilator-Imperiled_Eyes$178,2,2,0.05825080304099475,0.9368282670522881
PSY-Gangnam_Style$40,2,2,0.0354840351902887,0.9626041298788479
Anthrax-Parasite$186,2,2,0.05896201521662728,0.9365375110307547
Sleep_Deeply-First_Star_In_The_Sky$020,1,1,0.9584702083370487,0.03877734685751478
Red_Hot_Chilli_Peppers-Under_the_Bridge$114,1,1,0.5661767850591839,0.4154352833456501
Bryan_Adams-Everything_I_Do_I_Do_It_For_You$044,1,1,0.9087461956994975,0.08477018186482597
Ron_Allen-Tao$196,1,1,0.6980036829751114,0.2844326336924953
Anthrax-Got_The_Time$066,2,1,0.5173132440891232,0.4618819343122799
Men_Without_Hats-The_Safety_Dance$002,2,2,0.4675992396542785,0.5111778729010781
Ron_Allen-Sage$042,1,1,0.9077374882360382,0.08585809525991885
Dan_Gibson-Waves_Of_Peace$30,1,1,0.9296150677910194,0.06533174849428076
Deva_Premal-Devi_Prayer$060,1,1,0.9843618890769348,0.01451759174959815
Eric_Clapton-Wonderful_Tonight$172,1,1,0.6944687321059798,0.2883694392694699
Deva_Premal-Rasa_Govindam$084,1,1,0.8863903009344387,0.1055136154816452
Jean_Yves_Thibaudet-Darcys_Letter$100,1,1,0.9057443516873299,0.08762666242802568
Marilyn_Manson-The_Beautiful_People$80,2,2,0.2528475792364833,0.7350122030516455
Sepultura-Hungry$40,2,2,0.02133087949139587,0.9769477886972934
Extreme-More_Than_Words$178,1,1,0.5161822257098526,0.4649799204205124
Jean_Yves_Thibaudet-Mrs_Darcy$136,1,1,0.8978223107532853,0.09503293378989583
Anthrax-Medusa$104,2,2,0.1014361119610726,0.8925494676959637
Anthrax-Out_Of_Sight_Out_Of_Mind$010,2,2,0.02373611999093758,0.9747455653444175
Antrhax-Efilnikufesin (N$F.L.).190,2,2,0.0005557258783529834,0.9994000997419056
